scraped_name,name,website,industry,squareLogo,overallRating,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating
"tjx companies, inc.",TJ Maxx,www.tjmaxx.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/242612/tj-maxx-squarelogo.png,3.4,3.4,3.0,2.7,3.0,3.3
"t-lab, inc",Telekom Innovation Laboratories (T-Labs),www.laboratories.telekom.com/ipws/english/pages/willkommen.aspx,Construction,https://media.glassdoor.com/sqll/239927/telekom-innovation-laboratories-t-labs-squarelogo-1426137443090.png,4.0,3.4,3.8,3.4,3.3,3.8
tm associates management,TM Asset Management,www.tmam.co.uk,Investment Banking & Asset Management,,0,0.0,0.0,0.0,0.0,0.0
tme enterprises inc,TME Enterprises,www.tmeenterprises.com,,,0,0.0,0.0,0.0,0.0,0.0
t-mobile,T-Mobile,www.tmobile.careers,Telecommunications Services,https://media.glassdoor.com/sqll/9302/t-mobile-squarelogo-1464806218985.png,3.9,4.0,3.4,4.1,3.5,3.6
top guard security,Top Guard Security,www.topguardinc.com,Security Services,https://media.glassdoor.com/sqll/325229/top-guard-security-squarelogo.png,2.7,2.5,2.4,2.3,2.5,2.6
topbuild corp,TopBuild,www.topbuild.com,Construction,https://media.glassdoor.com/sqll/1092703/topbuild-squarelogo-1466181723663.png,3.6,3.2,3.5,4.0,3.4,2.8
topgolf,Topgolf,www.topgolf.com,Sports & Recreation,https://media.glassdoor.com/sqll/510279/topgolf-squarelogo-1469572515347.png,3.8,4.0,3.6,3.6,3.9,3.4
"torc robotics, inc",TORC Robotics,www.torcrobotics.com,,,3.7,4.4,3.4,3.7,3.0,2.3
tory burch,Tory Burch,www.toryburch.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/38635/tory-burch-squarelogo.png,3.0,3.0,2.6,3.1,2.5,2.8
"total truck & trailer repair, inc.",Total Truck and Trailer Repairs,www.tttr.ca,Auto Repair & Maintenance,,0,0.0,0.0,0.0,0.0,0.0
town of bedford,Town of Bedford,www.bedfordma.gov,Municipal Governments,,4.4,4.6,4.0,3.0,3.0,5.0
town of blacksburg,"Town of Blacksburg, Virginia",www.blacksburg.gov,Municipal Governments,https://media.glassdoor.com/sqll/774254/town-of-blacksburg-virginia-squarelogo-1429792879079.png,3.4,3.7,2.8,2.3,2.8,3.5
town of christiansburg,Christiansburg,www.christiansburg.org,,,4.0,4.0,4.0,3.5,4.0,4.5
towne park,Towne Park,www.townepark.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/231194/towne-park-squarelogo.png,3.4,3.3,3.1,2.8,3.4,3.4
trace systems,Trace Systems,www.tracesystems.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/251487/trace-systems-squarelogo-1442229667236.png,4.3,4.0,4.2,4.6,3.7,3.6
tractor supply company,Tractor Supply,www.tractorsupply.com,Home Centers & Hardware Stores,https://media.glassdoor.com/sqll/2602/tractor-supply-squarelogo.png,3.1,3.5,2.7,2.9,3.1,2.7
trade team llc,Trade Team,www.tradeteamusa.com,Staffing & Outsourcing,,2.4,2.9,2.9,1.9,1.9,2.9
"tradesmen international, inc.",Tradesmen International,www.tradesmeninternational.com,Construction,https://media.glassdoor.com/sqll/152509/tradesmen-international-squarelogo-1387317786127.png,3.3,3.0,2.9,3.0,3.0,2.9
traffic control service,Traffic Control Service,www.tcsi.biz,Transportation Equipment Manufacturing,,2.0,0.0,0.0,0.0,0.0,0.0
"training resources group, inc.",Training Resources Group,www.trg-inc.com,Accounting,https://media.glassdoor.com/sqll/718511/training-resources-group-squarelogo-1451461979243.png,0.0,5.0,5.0,4.0,4.0,5.0
transamerica agency network,Transamerica,www.transamerica.com,Insurance Carriers,https://media.glassdoor.com/sqll/18371/transamerica-squarelogo-1410287540856.png,3.0,2.9,2.6,3.1,2.8,3.2
transamerica life insurance company,Transamerica,www.transamerica.com,Insurance Carriers,https://media.glassdoor.com/sqll/18371/transamerica-squarelogo-1410287540856.png,3.0,2.9,2.6,3.1,2.8,3.2
"transcore, lp",TransCore,www.transcore.com,"Cable, Internet & Telephone Providers",https://media.glassdoor.com/sqll/31320/transcore-squarelogo-1379433225977.png,3.0,2.7,2.4,2.7,2.5,3.1
"transdev north america, inc.",Transdev,www.transdevna.com,Transportation Management,https://media.glassdoor.com/sqll/413452/transdev-squarelogo-1439318383238.png,3.0,2.6,2.4,2.6,2.8,2.6
transperfect,TransPerfect,www.transperfect.com,Consulting,https://media.glassdoor.com/sqll/32824/transperfect-translations-squarelogo.png,2.7,2.9,2.7,2.4,2.9,2.6
transportation department,Caltrans,www.dot.ca.gov,State & Regional Agencies,https://media.glassdoor.com/sqll/41728/caltrans-squarelogo.png,3.8,3.4,3.3,3.3,3.4,4.2
transportation security administration (tsa),TSA (Transportation Security Administration),www.tsa.gov,Federal Agencies,https://media.glassdoor.com/sqll/41347/tsa-transportation-security-administration-squarelogo-1378484266240.png,2.5,2.2,1.6,3.1,2.5,2.2
travel centers of america,TravelCenters of America,www.ta-petro.com,Convenience Stores & Truck Stops,https://media.glassdoor.com/sqll/4696/travelcenters-of-america-squarelogo-1457698536652.png,2.9,2.6,2.6,2.5,3.0,2.4
travelmax,Travelmax,www.travelmax.com,Advertising & Marketing,,0,0.0,0.0,0.0,0.0,0.0
triad isotopes,Triad Isotopes Inc,www.triadisotopes.com,Chemical Manufacturing,https://media.glassdoor.com/sqll/135341/triad-isotopes-inc-squarelogo-1424698707502.png,2.6,2.4,2.3,2.8,2.0,2.7
trinet,TriNet Group,www.trinet.com,Advertising & Marketing,https://media.glassdoor.com/sqll/5494/trinet-group-squarelogo.png,3.3,3.4,3.2,3.8,3.4,3.2
trinity packaging corporation,Trinity Packaging,www.trinitypackagingco.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/149779/trinity-packaging-squarelogo-1463127223745.png,2.6,2.2,2.5,2.3,1.5,1.9
triumvirate environmental,"Triumvirate Environmental, Inc.",www.triumvirate.com,Consulting,https://media.glassdoor.com/sqll/141294/triumvirate-environmental-inc-squarelogo.png,2.7,2.8,2.6,2.4,2.9,2.1
"trofholz technologies, inc","Trofholz Technologies, Inc.",www.tti-tech.com,IT Services,https://media.glassdoor.com/sqll/110709/trofholz-technologies-inc-squarelogo-1424691683540.png,2.7,2.9,2.3,2.5,2.7,3.7
trout unlimited,Trout Unlimited,www.tu.org,Membership Organizations,https://media.glassdoor.com/sqll/139698/trout-unlimited-squarelogo-1466516077053.png,3.1,2.8,2.3,2.4,2.4,2.9
troy university,Troy University,www.troy.edu,Colleges & Universities,https://media.glassdoor.com/sqll/31792/troy-university-squarelogo.png,3.3,3.4,3.0,2.6,2.8,4.0
tru green,TruGreen Plastics,www.trugreenplastics.com,Other Retail Stores,,0,0.0,0.0,0.0,0.0,0.0
true blue mechanical,True Blue Contractors,www.truebluecontractors.com,Motion Picture Production & Distribution,,4.6,4.2,3.8,3.5,3.5,4.2
true diesel performance inc,True Diesel Performance,www.truedieselperformance.com,Auto Repair & Maintenance,,0,0.0,0.0,0.0,0.0,0.0
"true vine produce, inc.",True Vine,www.tvccc.org,,,5.0,4.0,5.0,3.0,4.0,5.0
"trugreen landcare, llc",LandCare,www.landcare.com,Building & Personnel Services,https://media.glassdoor.com/sqll/484202/trugreen-landcare-squarelogo-1463426091199.png,3.9,4.1,3.8,3.4,3.8,3.6
trusted mission solutions,Trusted Mission Solution,www.trustedmission.com,IT Services,https://media.glassdoor.com/sqll/266471/trusted-mission-solution-squarelogo-1421948766518.png,4.6,4.8,4.5,3.9,4.0,4.4
trusted mission solutions inc.,Trusted Mission Solution,www.trustedmission.com,IT Services,https://media.glassdoor.com/sqll/266471/trusted-mission-solution-squarelogo-1421948766518.png,4.6,4.8,4.5,3.9,4.0,4.4
tsm corporation,TSM Corporation,www.tsmcorporation.com,Transportation Management,https://media.glassdoor.com/sqll/719659/tsm-corporation-squarelogo-1451554756420.png,4.5,3.4,4.0,3.4,3.0,3.4
"t-solutions, inc.",T-Solutions,www.tsoln-inc.com,,,5.0,5.0,0.0,5.0,0.0,5.0
tsymmetry,Tsymmetry,www.tsymmetry.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/342460/tsymmetry-squarelogo-1374162354712.png,4.2,4.1,4.0,3.9,3.5,3.9
tumi,Tumi,www.tumi.com,Other Retail Stores,https://media.glassdoor.com/sqll/20782/tumi-squarelogo-1387304606179.png,3.5,3.4,2.6,3.6,3.1,3.1
turner's service company,Turner Broadcasting,www.turner.com,TV Broadcast & Cable Networks,https://media.glassdoor.com/sqll/1041/turner-broadcasting-squarelogo-1446137714067.png,3.4,3.4,2.8,3.6,2.9,3.8
twin county regional healthcare,Twin County Regional Healthcare,www.tcrh.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/28049/twin-county-regional-healthcare-squarelogo.png,2.0,2.1,2.1,2.1,3.5,2.1
tyonek native corporation,Tyonek Native Corporation,www.tyonek.com,Aerospace & Defense,https://media.glassdoor.com/sqll/303051/tyonek-native-corporation-squarelogo.png,2.9,2.6,2.2,3.4,2.6,3.2
u.s. agency for international development,US Agency for International Development,www.usaid.gov,Federal Agencies,https://media.glassdoor.com/sqll/39213/us-agency-for-international-development-squarelogo.png,3.8,3.9,3.2,3.6,3.4,3.6
u.s. army corps of engineers,US Army Corps of Engineers,www.usace.army.mil,Federal Agencies,https://media.glassdoor.com/sqll/41319/us-army-corps-of-engineers-squarelogo.png,4.0,3.8,3.4,3.8,3.7,4.0
u.s. bank,U.S. Bank,www.usbank.com,,https://media.glassdoor.com/sqll/8937/u-s-bank-squarelogo.png,3.4,3.6,3.2,2.9,3.3,3.4
u.s. cellular,U.S. Cellular,www.uscellular.com,"Cable, Internet & Telephone Providers",https://media.glassdoor.com/sqll/1048/u-s-cellular-squarelogo.png,3.5,3.7,3.0,3.9,3.3,3.0
u.s. citizen,US Citizenship and Immigration Services,www.uscis.gov,Federal Agencies,https://media.glassdoor.com/sqll/41353/us-citizenship-and-immigration-services-squarelogo.png,3.4,3.3,2.9,3.5,2.9,4.0
u.s. coast guard,US Coast Guard,www.uscg.mil,Federal Agencies,https://media.glassdoor.com/sqll/41291/us-coast-guard-squarelogo.png,4.1,4.2,3.2,4.2,4.0,3.3
u.s. courts,United States Federal Courts,www.uscourts.gov,Federal Agencies,https://media.glassdoor.com/sqll/447836/united-states-federal-courts-squarelogo.png,3.9,3.5,3.4,3.6,2.8,3.7
u.s. department of defense,US Department of Defense,www.defense.gov,Aerospace & Defense,https://media.glassdoor.com/sqll/14798/us-department-of-defense-squarelogo.png,3.8,3.8,3.1,4.0,3.6,3.6
"u.s. engineering technical services, inc.",USETS,www.usets.com,Staffing & Outsourcing,,1.0,1.0,1.0,2.0,1.0,2.0
u.s. federal,Federal Government,www.usa.gov,Federal Agencies,https://media.glassdoor.com/sqll/236635/federal-government-squarelogo.png,3.7,3.3,2.9,3.9,3.3,3.7
u.s. marine corps,US Marine Corps,www.marines.mil,Federal Agencies,https://media.glassdoor.com/sqll/41423/us-marine-corps-squarelogo.png,4.2,4.4,3.3,4.2,4.1,2.7
u.s. marshals service,US Marshals Service,www.usdoj.gov/marshals,Federal Agencies,https://media.glassdoor.com/sqll/41520/us-marshals-service-squarelogo-1428485595130.png,4.1,4.0,3.4,4.2,3.8,3.7
u.s. physical therapy,U.S. Physical Therapy,corporate.usph.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/5065/u-s-physical-therapy-squarelogo.png,2.5,2.5,2.2,2.6,2.3,3.0
u.s. security associates inc,U.S. Security Associates,www.ussecurityassociates.com,Security Services,https://media.glassdoor.com/sqll/237767/u-s-security-associates-squarelogo-1407345815948.png,2.5,2.3,2.2,2.1,2.2,2.4
ubuntu,Ubuntu,www.ubuntu.com,,,0,0.0,0.0,0.0,0.0,0.0
ucb inc.,UCB,www.ucb.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/10908/ucb-squarelogo.png,3.7,3.7,3.1,3.8,3.2,3.7
ukrop's homestyle foods,Ukrop's Homestyle Foods,www.ukropshomestylefoods.com,Food & Beverage Manufacturing,,3.0,4.0,3.0,2.0,2.0,3.5
ultimate staffing,Roth Staffing,www.rothstaffing.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/13955/roth-staffing-squarelogo.png,4.1,3.8,3.4,3.5,3.5,3.7
under armour,Under Armour,www.underarmour.com,Consumer Products Manufacturing,https://media.glassdoor.com/sqll/15422/under-armour-squarelogo.png,3.7,4.0,3.2,3.5,3.4,3.2
"unicom government, inc",UNICOM Government,www.unicomgov.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/1770/unicom-government-squarelogo-1412354978207.png,2.7,2.7,2.3,3.0,2.7,3.4
unifirst corp,UniFirst,www.unifirst.com,"Health, Beauty, & Fitness",https://media.glassdoor.com/sqll/688/unifirst-squarelogo-1446646597287.png,3.8,3.8,3.6,3.7,3.8,3.5
unilever,Unilever,www.unilever.com,Consumer Products Manufacturing,https://media.glassdoor.com/sqll/3513/unilever-squarelogo-1441224713183.png,3.8,4.0,3.4,3.6,3.5,3.5
uni-select usa,Middle Atlantic Warehouse Distributor,www.uniselect.com,Automotive Parts & Accessories Stores,https://media.glassdoor.com/sqll/20107/middle-atlantic-warehouse-distributor-squarelogo-1427199630956.png,2.4,1.8,2.0,2.0,1.7,2.3
"united american security, llc",United American Security,www.unitedamericansecurity.com,Advertising & Marketing,https://media.glassdoor.com/sqll/702280/united-american-security-squarelogo-1424868603846.png,2.9,2.4,2.3,1.9,2.4,2.5
united parcel service,UPS,www.upsjobs.com,Logistics & Supply Chain,https://media.glassdoor.com/sqll/3012/ups-squarelogo-1454698048485.png,3.5,3.3,3.0,3.8,3.5,3.2
"united parcel service, inc",UPS,www.upsjobs.com,Logistics & Supply Chain,https://media.glassdoor.com/sqll/3012/ups-squarelogo-1454698048485.png,3.5,3.3,3.0,3.8,3.5,3.2
united rentals,United Rentals,www.unitedrentals.com,Commercial Equipment Rental,https://media.glassdoor.com/sqll/7395/united-rentals-squarelogo.png,3.7,3.5,3.3,3.9,3.6,3.4
united technologies corporation,United Technologies,www.utc.com,Aerospace & Defense,https://media.glassdoor.com/sqll/697/united-technologies-squarelogo-1470434106348.png,3.2,2.9,2.6,3.1,3.0,2.9
united therapeutics,United Therapeutics,www.unither.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/9246/united-therapeutics-squarelogo-1387041428286.png,3.8,4.0,3.5,4.1,2.9,4.0
united therapeutics corporation,United Therapeutics,www.unither.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/9246/united-therapeutics-squarelogo-1387041428286.png,3.8,4.0,3.5,4.1,2.9,4.0
united way worldwide,United Way,www.unitedway.org,Social Assistance,https://media.glassdoor.com/sqll/3013/united-way-squarelogo.png,3.6,3.8,3.2,3.1,3.0,3.9
unitedhealth group,UnitedHealth Group,www.unitedhealthgroup.com,,https://media.glassdoor.com/sqll/1991/unitedhealth-group-squarelogo-1476209286391.png,3.1,3.2,2.7,3.0,3.1,3.2
univar usa inc.,Univar,www.univar.com,Wholesale,https://media.glassdoor.com/sqll/14183/univar-usa-squarelogo-1378770327848.png,2.3,2.2,2.0,3.2,2.4,2.7
universal protection service llc,Universal Protection Service,www.universalpro.com,Security Services,https://media.glassdoor.com/sqll/250335/universal-protection-service-squarelogo.png,2.6,2.3,2.2,2.1,2.3,2.6
universal protection services llc,Universal Protection Service,www.universalpro.com,Security Services,https://media.glassdoor.com/sqll/250335/universal-protection-service-squarelogo.png,2.6,2.3,2.2,2.1,2.3,2.6
universal services of america,Universal Protection Service,www.universalpro.com,Security Services,https://media.glassdoor.com/sqll/250335/universal-protection-service-squarelogo.png,2.6,2.3,2.2,2.1,2.3,2.6
"universal solutions international, inc.",Universal Solutions International,www.usi-inc.net,Aerospace & Defense,https://media.glassdoor.com/sqll/489014/universal-solutions-international-squarelogo-1428097360758.png,3.6,3.4,3.1,3.4,3.0,3.0
universities space research association,USRA,www.usra.edu,Membership Organizations,https://media.glassdoor.com/sqll/234490/usra-squarelogo-1424166462675.png,3.3,2.9,2.7,3.2,2.9,3.8
university of maryland university college,UMUC,www.umuc.edu,Colleges & Universities,https://media.glassdoor.com/sqll/370475/umuc-squarelogo-1376490962430.png,3.5,3.3,2.9,3.7,3.1,3.7
university of phoenix,University of Phoenix,www.phoenix.edu,Colleges & Universities,https://media.glassdoor.com/sqll/130372/university-of-phoenix-squarelogo.png,3.0,2.8,2.4,3.4,2.1,3.4
us census bureau,US Census Bureau,www.census.gov,Federal Agencies,https://media.glassdoor.com/sqll/33473/us-census-bureau-squarelogo.png,3.4,3.1,3.0,3.4,2.8,3.7
usaa,USAA,www.usaa.com,Insurance Carriers,https://media.glassdoor.com/sqll/3033/usaa-squarelogo-1447268673486.png,3.6,4.1,3.2,4.0,3.4,3.6
usfalcon,USfalcon,www.usfalcon.com,Aerospace & Defense,https://media.glassdoor.com/sqll/308182/usfalcon-squarelogo-1426578408068.png,4.6,4.9,4.4,4.6,4.7,4.4
usg corporation,USG,www.usg.com,Metal & Mineral Manufacturing,https://media.glassdoor.com/sqll/686/usg-squarelogo-1446043753846.png,3.3,3.4,2.8,3.4,2.9,3.1
usm business systems,USM Business Systems,www.usmsystems.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/195193/usm-business-systems-squarelogo.png,3.9,3.7,3.8,3.8,3.9,3.9
uso,USO,www.uso.org,Social Assistance,https://media.glassdoor.com/sqll/218072/uso-squarelogo-1421946957458.png,3.8,3.8,3.3,3.7,3.2,3.6
v.l.s. systems inc,V.L.S. Systems,www.vls-systems.com,Consulting,https://media.glassdoor.com/sqll/260861/v-l-s-systems-squarelogo.png,1.9,2.2,2.5,1.9,2.4,2.5
"vae, inc.",VAE,www.vaeit.com,IT Services,,0,0.0,0.0,0.0,0.0,0.0
valeant pharmaceuticals,Valeant,www.valeant.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/343/valeant-squarelogo-1387302716008.png,2.0,1.8,1.8,2.8,2.0,2.4
valley building supply inc.,Fraser Valley Building Supplies,www.buildingsupplies.ca,Construction,,4.0,4.0,4.0,3.0,3.0,4.0
valley community services board,Valley Community Services Board,www.myvalleycsb.org,,,0,0.0,0.0,0.0,0.0,0.0
"valmont industries, inc.",Valmont Industries,www.valmontcareers.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/2008/valmont-industries-squarelogo.png,2.9,2.7,2.7,3.4,2.8,3.0
valueoptions,ValueOptions,www.beaconhealthoptions.com,Insurance Carriers,https://media.glassdoor.com/sqll/11930/valueoptions-squarelogo-1432651171324.png,2.4,2.5,2.1,2.5,2.1,2.5
vamac,Vamac,www.vamacinc.com,General Repair & Maintenance,,4.0,4.0,2.0,3.0,3.0,4.0
varen technologies,Varen Technologies,www.varentech.com,Accounting,https://media.glassdoor.com/sqll/221188/varen-technologies-squarelogo-1426078443872.png,3.7,3.8,3.4,4.2,3.4,4.2
variq corporation,VariQ,www.variq.com,IT Services,https://media.glassdoor.com/sqll/359201/variq-squarelogo.png,4.2,3.8,3.7,3.7,3.6,3.7
"vaxcom services, inc.",Vaxcom Services,www.vaxcom.com,IT Services,,0,0.0,0.0,0.0,0.0,0.0
vbs mortgage,VBS Mortgage,www.vbsmortgage.com,,,0,0.0,0.0,0.0,0.0,0.0
vcu health system,VCU Health,www.vcuhealth.org,,https://media.glassdoor.com/sqll/290556/vcu-health-system-authority-squarelogo-1378743224613.png,3.7,3.7,3.0,3.6,3.3,3.5
vectronix inc.,Vectronix,www.vectronix.com,Aerospace & Defense,,2.0,2.8,1.7,3.5,2.1,2.4
"velocitel, inc.",FDH Velocitel,www.fdhvelocitel.com,Telecommunications Services,https://media.glassdoor.com/sqll/17202/fdh-velocitel-squarelogo-1475529501529.png,2.7,2.6,2.3,2.9,2.4,2.6
veolia transportation,Transdev,www.transdevna.com,Transportation Management,https://media.glassdoor.com/sqll/413452/transdev-squarelogo-1439318383238.png,3.0,2.6,2.4,2.6,2.8,2.6
veolia water north america,Veolia,www.veolia.com,Building & Personnel Services,https://media.glassdoor.com/sqll/20114/veolia-environmental-services-north-america-squarelogo.png,3.1,3.2,2.8,3.2,2.9,3.2
vera bradley,Vera Bradley,www.verabradley.com,Consumer Products Manufacturing,https://media.glassdoor.com/sqll/38751/vera-bradley-squarelogo.png,3.6,3.7,3.1,3.4,3.0,3.4
verisk health,Verisk Health,www.verscend.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/727553/verisk-health-squarelogo-1472240688298.png,3.1,3.1,2.8,3.6,3.0,3.5
"veritiss, llc",Veritiss,www.veritiss.com,Federal Agencies,https://media.glassdoor.com/sqll/395740/veritiss-squarelogo.png,2.5,2.6,2.6,2.7,2.3,2.8
